REF_NO,children,age_band,status,occupation,occupation_partner,home_status,family_income,self_employed,self_employed_partner,year_last_moved,TVarea,post_code,post_area,Average Credit Card Transaction,Balance Transfer,Term Deposit,Life Insurance,Medical Insurance,Average A/C Balance,Personal Loan,Investment in Mutual Fund,Investment Tax Saving Bond,Home Loan,Online Purchase Amount,Revenue Grid,gender,region,Investment in Commudity,Investment in Equity,Investment in Derivative,Portfolio Balance
8413,2,36-40,Partner,Other,Professional,Own Home,">=35,000",No,Yes,1980,Central,DY6 7DL,DY6,37.48,0.01,0,0,0,0,122.87,58.9,0,34.46,39.97,2,Female,West Midlands,7.5,42.7,30.3,93.3
8414,1,71+,Partner,Retired,Retired,Own Home,"< 8,000, >= 4,000",No,No,1930,HTV,SA11 1HS,SA11,0,26.96,0,0.53,0,0,0,11.99,0,1.49,0,2,Female,Wales,5.5,2.25,2.09,37.47
8415,1,31-35,Partner,Business Manager,Manual Worker,Own Home,">=35,000",No,No,1994,Tyne Tees,TS10 3QN,TS10,0,0,0,0,0,0,17.99,11.99,0,0,27.46,2,Female,North,0,9.57,5,-0.26
8416,Zero,36-40,Partner,Professional,Professional,Own Home,">=35,000",No,No,1996,Meridian,CT4 7BS,CT4,243.94,0,0,0,0,0,0,15.48,0,0,0,1,Male,South East,48.79,2.58,2.58,86.23
8417,1,41-45,Partner,Manual Worker,Manual Worker,Own Home,"<20,000, >=17,500",No,No,1976,Unknown,NP10 0DN,NP10,0,99.46,0,157.42,0,0,65.95,42.97,0,0,0,2,Female,Unknown,51.38,18.15,44.39,133.26
8420,1,55-60,Partner,Professional,Housewife,Own Home,">=35,000",Yes,No,1982,Carlton,M10 0QH,M10,0,44.98,0,316.24,0,50.92,18.98,34.97,1,37.41,34.48,1,Male,North West,72.24,29.63,70.35,141.4
8421,2,31-35,Partner,Other,Professional,Own Home,"<17,500, >=15,000",No,No,1991,Anglia,LU5 4LP,LU5,24.49,0,62.96,76.46,18.46,0,0,47.96,2,0,9.99,2,Female,South East,36.47,9.99,24.15,98.23
8423,1,71+,Divorced/Separated,Secretarial/Admin,Unknown,Rent from Council/HA,"< 8,000, >= 4,000",No,No,1986,Carlton,GU6 7JG,GU6,0,168.92,0,254.88,0,66.93,44.43,0.55,0,0,0,2,Female,South East,84.76,18.65,61.13,118.77
8424,Zero,71+,Partner,Retired,Retired,Own Home,"< 8,000, >= 4,000",No,No,1982,Yorkshire,WF12 0EW,WF12,0,0,0,0,0,0,0,5.99,0,0,0.01,2,Male,Unknown,0,1,1,9.43
8425,1,31-35,Partner,Secretarial/Admin,Professional,Own Home,"<30,000, >=27,500",No,Yes,1988,Central,NG12 3GR,NG12,0,19.99,32.48,27.98,0,93.9,37.44,23.46,21.46,58.89,3.99,2,Female,East Midlands,16.09,39.86,34.04,128.9
8426,1,45-50,Partner,Secretarial/Admin,Business Manager,Own Home,"<25,000, >=22,500",No,No,1970,Yorkshire,BD12 0PB,BD12,0,0.02,0,9.47,0,37.97,59.93,0,7.98,0,47.99,2,Female,Unknown,1.9,25.65,19.23,44.33
8427,1,22-25,Partner,Business Manager,Manual Worker,Own Home,"<20,000, >=17,500",No,Yes,1992,Yorkshire,S20 6TB,S20,15.02,163.77,0,251.01,7.48,140.85,119.4,52.85,0,24.98,2.99,2,Female,Unknown,87.46,56.85,95.27,211.66
8428,2,31-35,Partner,Secretarial/Admin,Manual Worker,Own Home,">=35,000",No,No,1987,Central,NG24 3AE,NG24,0,194.43,19.98,0.01,54.48,0,117.15,0,0,0,0,2,Female,East Midlands,53.78,19.53,28.61,61.2
8429,Zero,61-65,Partner,Business Manager,Housewife,Own Home,"<22,500, >=20,000",No,No,1983,Carlton,HA2 7JQ,HA2,21.48,34.49,14.48,35.92,14.47,9.99,111.88,34.46,31.46,40.48,41.96,2,Male,South East,24.17,45.04,39.7,136
8430,1,51-55,Partner,Retired,Professional,Own Home,"<20,000, >=17,500",No,No,1996,Yorkshire,LS24 9LD,LS24,0,157.95,54.48,57.98,0,26.48,9.49,17.48,28.45,24.45,0,2,Male,Unknown,54.08,17.73,23.31,78.79
8431,Zero,51-55,Partner,Professional,Unknown,Own Home,"<17,500, >=15,000",No,Yes,1993,TV South West,TQ3 2AN,TQ3,39.46,60.45,112.46,208.84,94.91,39.93,0,150.36,79.99,0,0,1,Male,South West,103.22,45.05,95.67,290.98
8432,Zero,22-25,Single/Never Married,Professional,Unknown,Own Home,"<30,000, >=27,500",No,No,1997,Meridian,ME9 0AD,ME9,0,24.99,0,92.97,0,39.98,0,0,9.99,0,0,2,Female,South East,23.59,8.33,23.82,44.47
8433,Zero,61-65,Partner,Retired,Retired,Own Home,"< 8,000, >= 4,000",No,No,1968,Granada,M43 6WA,M43,0,0,0,20.48,0,0,5.99,23.98,0,8.47,0,2,Female,North West,4.1,6.41,8.41,12.53
8434,1,26-30,Partner,Professional,Business Manager,Own Home,"<30,000, >=27,500",No,No,1996,TV South West,TQ12 6SE,TQ12,0,0,0,0,0,0,0,18.48,0,0,0,2,Female,South West,0,3.08,3.08,21.15
8435,Zero,45-50,Partner,Professional,Manual Worker,Own Home,">=35,000",No,No,1976,Scottish TV,FK10 2JL,FK10,0,0,0,0,0,3.49,13.99,0.52,1,0,0,2,Female,Scotland,0,3.17,3.17,11.55
8436,Zero,65-70,Partner,Retired,Retired,Own Home,"<20,000, >=17,500",No,No,1935,Meridian,PO16 8NX,PO16,0,47.48,0,31.47,0,11.49,0,53.97,0,0,0,2,Male,South East,15.79,10.91,16.16,85.06
8437,Zero,51-55,Partner,Unknown,Unknown,Rent from Council/HA,"<12,500, >=10,000",No,No,1985,Scottish TV,KY2 6PQ,KY2,0,178.4,161.42,119.9,9.98,9.47,36.97,23.48,22.99,9.49,11.38,2,Female,Scotland,93.94,18.96,37.13,216.89
8438,Zero,55-60,Partner,Manual Worker,Retired,Rent Privately,"<15,000, >=12,500",No,No,1990,Granada,CW6 9JE,CW6,0,0,0,0,0,0,0,0,0,0,0,2,Female,North West,0,0,0,5.66
8439,Zero,65-70,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1981,Granada,L39 5EB,L39,0,19.99,0,0,0,29.99,189.86,23.98,0,0,0,2,Female,North West,4,40.64,40.64,65.37
8440,Zero,26-30,Single/Never Married,Professional,Unknown,Own Home,"<20,000, >=17,500",No,No,1996,Central,OX8 1NR,OX8,7.99,0,0,0,51.45,0,0,0,0,0,0,2,Female,South East,11.89,0,8.58,-4.2
8441,Zero,45-50,Partner,Professional,Secretarial/Admin,Own Home,"<30,000, >=27,500",No,No,1985,Meridian,BN23 6JD,BN23,0,128.98,14.99,48.97,7.97,0,0,0,0,0,0,2,Female,South East,40.18,0,9.49,102.76
8442,1,31-35,Single/Never Married,Secretarial/Admin,Professional,Rent from Council/HA,"<17,500, >=15,000",No,No,1996,Carlton,SW15 4DN,SW15,0,173.96,0,113.95,0,56.42,0,49.44,75.97,11.96,253.37,1,Female,South East,57.58,74.53,49.3,176.86
8443,1,31-35,Partner,Professional,Manual Worker,Own Home,"<25,000, >=22,500",No,Yes,1980,Granada,M28 7FU,M28,191.47,114.46,179.39,78.44,50.44,3.99,23.97,72.9,0,0,0,2,Female,North West,122.84,16.81,38.29,166.83
8445,3,31-35,Partner,Professional,Business Manager,Own Home,">=35,000",Yes,Yes,1990,Yorkshire,HD8 0QR,HD8,0,40.53,0,285.85,0,29.48,55.43,64.94,0,11.44,0,2,Female,Unknown,65.28,26.88,72.62,215.92
8446,Zero,31-35,Single/Never Married,Professional,Unknown,Own Home,"<30,000, >=27,500",No,No,1993,Carlton,HA3 9SF,HA3,0,238.42,24.48,0.02,25.47,29.45,143.34,69.41,0,0,0,2,Female,South East,57.68,40.37,44.62,168.91
8447,Zero,51-55,Single/Never Married,Secretarial/Admin,Retired,Own Home,"<15,000, >=12,500",No,No,1981,Central,B71 1RU,B71,0,7.07,0,62.95,0,94.45,0,23.48,0,2,0,2,Female,West Midlands,14,19.99,30.15,27.64
8449,Zero,51-55,Partner,Secretarial/Admin,Business Manager,Own Home,">=35,000",No,No,1991,Anglia,IP31 2NH,IP31,40.96,0,39.97,0,12.48,0,0,0,0,0,0,2,Female,East Anglia,18.68,0,2.08,5.44
8450,Zero,26-30,Single/Never Married,Business Manager,Unknown,Own Home,"<25,000, >=22,500",No,No,1998,Central,DY13 8NX,DY13,10.99,0,38.97,104.91,9.48,7.46,221.14,633.89,74.98,2.98,60.44,2,Female,West Midlands,32.87,166.82,175.31,385.12
8451,Zero,55-60,Partner,Business Manager,Secretarial/Admin,Own Home,"<30,000, >=27,500",No,No,1967,Carlton,WD5 0BB,WD5,9.99,52.46,0,236.37,0,11.49,0,63.95,0,0,0,1,Male,South East,59.76,12.57,51.97,112.73
8452,1,51-55,Partner,Other,Manual Worker,Own Home,"<30,000, >=27,500",No,No,1971,Meridian,BH11 9LF,BH11,0,14.99,0,29.49,23.47,58.48,45.48,22.47,0,0,0,2,Female,South West,13.59,21.07,29.9,74.48
8453,Zero,22-25,Partner,Secretarial/Admin,Business Manager,Own Home,"<30,000, >=27,500",No,No,1990,Carlton,L1 4DN,L1,11.99,0,19.99,71.96,0,47.96,0,33.47,0,0,0,2,Female,North West,20.79,13.57,25.57,-4.77
8454,Zero,31-35,Partner,Professional,Secretarial/Admin,Own Home,">=35,000",No,No,1992,Tyne Tees,TS10 2QS,TS10,0,29.99,0,23.47,0,24.94,0,107.89,17.97,0,0,2,Male,North,10.69,25.13,29.05,9.48
8455,Zero,41-45,Partner,Professional,Retired,Own Home,"<27,500, >=25,000",No,No,1986,Carlton,RM14 1QT,RM14,19.48,34.49,163.92,220.89,52.46,60.89,0,64.96,2.49,0,0,2,Female,South East,98.25,21.39,66.95,149.17
8456,1,26-30,Partner,Professional,Secretarial/Admin,Own Home,"<27,500, >=25,000",No,No,1992,Central,DY6 7AG,DY6,0,13.99,0.01,32.98,16.48,0,48.88,41.98,1,0,0,2,Female,West Midlands,12.69,15.31,23.55,69.64
8457,1,36-40,Partner,Professional,Professional,Own Home,">=35,000",No,No,1986,HTV,LD3 7HJ,LD3,3.47,135.94,88.46,130.4,14.97,50.92,38.97,114.36,21.47,48.86,4.48,2,Female,Wales,74.65,46.51,61.85,178.13
8458,Zero,26-30,Partner,Professional,Professional,Own Home,">=35,000",No,No,1992,Central,B70 6JZ,B70,26.48,118.46,34.96,86.45,22.27,65.97,98.92,25.98,19.99,3.99,0,2,Female,West Midlands,57.72,35.81,53.26,85.61
8459,Zero,36-40,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1996,Yorkshire,S32 2HW,S32,0,44.46,151.9,98.34,25.05,7.45,15.99,144.41,7.97,30.96,0,2,Female,East Midlands,63.95,34.46,49.87,231.48
8460,Zero,55-60,Partner,Secretarial/Admin,Professional,Own Home,"<22,500, >=20,000",No,No,1994,Meridian,BH23 4DE,BH23,19.99,0,0,0,11.98,0,0,0,25,0,0,2,Unknown,South West,6.39,4.17,6.16,-7.97
8461,Zero,65-70,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1987,Meridian,L13 1PG,L13,0,124.49,0,91.47,0,6.97,0,39.48,0,0,0,2,Female,North West,43.19,7.74,22.99,72.61
8462,Zero,71+,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1950,Carlton,DA5 3QQ,DA5,0,29.98,0,63.97,17.97,4.49,0,0,0,0,0,2,Male,South East,22.38,0.75,14.41,73.17
8463,2,36-40,Single/Never Married,Professional,Manual Worker,Own Home,">=35,000",No,No,1998,Unknown,CH45 5BR,CH45,0,323.88,0,375.33,0,80.41,32.08,63.37,11.98,1.74,473.28,1,Female,Unknown,139.84,110.48,93.86,331.33
8464,2,31-35,Partner,Secretarial/Admin,Other,Own Home,"<22,500, >=20,000",No,Yes,1993,Unknown,NP23 8WP,NP23,0,0,0,125.96,47.96,53.96,0,0,0,0,0,2,Female,Unknown,34.78,8.99,37.98,94.4
8465,Zero,65-70,Partner,Retired,Retired,Own Home,"<12,500, >=10,000",No,No,1983,TV South West,TQ12 3NB,TQ12,0,0,0,0,0,0,0,0,0,0,0,2,Female,South West,0,0,0,-14.73
8466,3,31-35,Partner,Secretarial/Admin,Manual Worker,Own Home,">=35,000",Yes,Yes,1994,Central,CV10 0XH,CV10,0,19.99,39.97,11.98,0,50.47,30.98,126.39,0,0,0,2,Female,West Midlands,14.39,34.64,36.64,115.65
8467,Zero,45-50,Divorced/Separated,Secretarial/Admin,Unknown,Own Home,"<12,500, >=10,000",No,No,1995,HTV,SN14 7AD,SN14,0,60.98,0,0,0,0,0,0,0,18.46,0,2,Female,South West,12.2,3.08,0,-0.69
8468,Zero,36-40,Single/Never Married,Manual Worker,Other,Own Home,">=35,000",No,No,1994,Central,NG13 8FF,NG13,0,29.99,49.49,72.97,9.99,41.47,0,42.97,4.99,0,0,2,Male,East Midlands,32.49,14.91,28.73,30.49
8469,Zero,22-25,Single/Never Married,Secretarial/Admin,Other,Live in Parental Hom,">=35,000",No,No,1970,Central,DE21 6SR,DE21,0,34.48,44.48,157.87,0,61.46,0,52.97,0,0,31.98,2,Female,East Midlands,47.37,24.4,45.38,99.23
8470,1,36-40,Partner,Professional,Business Manager,Own Home,"<27,500, >=25,000",Yes,No,1989,Scottish TV,EH39 4RX,EH39,0,0.02,0,0,6.49,0,0,0,0,0,0,2,Male,Scotland,1.3,0,1.08,7.33
8471,1,41-45,Partner,Secretarial/Admin,Business Manager,Own Home,">=35,000",No,No,1991,Central,WS13 6AW,WS13,19.49,14.99,124.9,203,30.94,14.96,8.99,80.42,0,0,8.98,2,Female,West Midlands,78.66,18.89,56.39,171.59
8472,2,36-40,Partner,Secretarial/Admin,Secretarial/Admin,Own Home,"<17,500, >=15,000",No,No,1981,Tyne Tees,DL3 8JW,DL3,78.95,115.95,19.99,49.47,0,21.45,0,57.95,0,0,29.45,2,Female,North,52.87,18.14,21.48,147.08
8473,Zero,45-50,Divorced/Separated,Secretarial/Admin,Unknown,Own Home,"<12,500, >=10,000",No,No,1998,Scottish TV,KY12 7NH,KY12,39.47,144.46,29.49,29.48,78.96,9.99,0,109.43,2.98,7.96,43.95,2,Female,Scotland,64.37,29.05,38.47,148.91
8474,1,31-35,Single/Never Married,Manual Worker,Professional,Rent from Council/HA,"<22,500, >=20,000",No,No,1994,Central,DY9 9HQ,DY9,0,0,44.99,158.43,4.99,82.35,169.89,278.74,40.97,16.96,99.44,2,Male,West Midlands,41.68,114.73,122.56,286.91
8475,Zero,61-65,Partner,Manual Worker,Other,Rent Privately,"<17,500, >=15,000",Yes,No,1958,Meridian,RG27 8BJ,RG27,11.49,62.94,29.48,10.57,41.97,40.42,0,85.89,10.47,28.2,119.97,1,Male,South East,31.29,47.49,31.55,195.37
8476,1,36-40,Partner,Business Manager,Housewife,Own Home,">=35,000",No,No,1987,Carlton,DA15 7HE,DA15,182.46,59.98,34.99,73.92,55.07,43.48,7.98,149.48,4.99,3,27.96,1,Male,South East,81.28,39.48,55.82,155
8478,Zero,61-65,Partner,Retired,Retired,Own Home,"<20,000, >=17,500",No,No,1961,Carlton,KT5 9DX,KT5,0,59.98,54.98,0,59.45,0,0,0,24.99,0,0,2,Male,South East,34.88,4.17,14.07,38.01
8480,Zero,45-50,Single/Never Married,Manual Worker,Unknown,Own Home,"<17,500, >=15,000",No,No,1963,HTV,BS5 9QG,BS5,0,19.99,14.99,17.49,0,77.46,0,35.96,3.99,0,4.99,2,Male,South West,10.49,20.4,22.48,22.86
8481,Zero,51-55,Partner,Manual Worker,Manual Worker,Own Home,"<17,500, >=15,000",No,No,1980,Central,LE10 1UP,LE10,0,18.95,0,58.83,0,43.45,0,20.96,0,0,0,2,Female,East Midlands,15.56,10.74,20.54,38.05
8482,Zero,41-45,Partner,Manual Worker,Professional,Rent from Council/HA,">=35,000",No,No,1988,Anglia,PR16 8EG,PR16,0,19.41,0,19.46,4.47,86.38,0,67.38,0,0,0,2,Male,North West,8.67,25.63,29.62,110.39
8483,Zero,36-40,Partner,Unknown,Unknown,Own Home,">=35,000",Yes,No,1994,Central,HR2 9AU,HR2,0,24.49,0,45.45,0,73.97,0,23.98,0,0,0,2,Male,West Midlands,13.99,16.33,23.9,93.64
8484,1,26-30,Partner,Business Manager,Housewife,Own Home,"<30,000, >=27,500",No,No,1993,Carlton,RM3 0DS,RM3,12.97,19.46,217.32,197.83,144.41,55.45,265.29,137.38,25.45,33.17,55.95,2,Male,South East,118.4,95.45,137.64,344.24
8485,Zero,61-65,Partner,Housewife,Unknown,Own Home,"< 4,000",No,No,1995,Yorkshire,DN14 7DY,DN14,0,74.47,0,21.99,0,3.49,0,40.95,0,0,0,2,Female,Unknown,19.29,7.41,11.07,41.59
8486,Zero,61-65,Widowed,Retired,Unknown,Own Home,"< 8,000, >= 4,000",No,No,1972,Central,GL52 4AT,GL52,0,44.96,41.97,0,58.96,15.47,0,31.97,45.96,0,0,1,Female,South West,29.18,15.57,25.39,113.8
8487,Zero,31-35,Partner,Professional,Manual Worker,Own Home,"<22,500, >=20,000",No,No,1991,Scottish TV,ML6 8DW,ML6,7.99,0,11.99,65.96,22.48,25.96,0,0,14.99,0,0,2,Female,Scotland,21.68,6.83,21.57,39.09
8488,Zero,55-60,Partner,Unknown,Unknown,Own Home,"<17,500, >=15,000",No,No,1964,Yorkshire,LN8 5RY,LN8,0,0,0,0,0,0,0,27.93,0,0,0,2,Female,East Midlands,0,4.66,4.66,-13.53
8489,1,45-50,Partner,Manual Worker,Secretarial/Admin,Own Home,">=35,000",No,No,1978,Granada,CH2 1QH,CH2,19.98,189.41,39.97,436.79,19.99,51.93,3.99,64.41,24.99,42.44,0,1,Female,North West,141.23,31.29,100.35,287.63
8490,Zero,45-50,Single/Never Married,Retired,Unknown,Own Home,"<25,000, >=22,500",No,No,0,Anglia,WA9 1YB,WA9,0,0,90.44,57.98,88.9,0,0,11.49,1.99,7.72,0,2,Male,North West,47.46,3.53,26.73,67.79
8491,2,31-35,Partner,Professional,Manual Worker,Own Home,"<20,000, >=17,500",No,No,1988,Central,WS12 5ER,WS12,44.98,0,148.94,20.99,0,0,0,0,0,0,0,2,Female,West Midlands,42.98,0,3.5,105.94
8492,Zero,Unknown,Partner,Professional,Business Manager,Own Home,Unknown,No,No,1974,Yorkshire,DN20 8HW,DN20,13.98,0,0,0,5.99,31.99,0,0,0,34.96,0,2,Female,Unknown,3.99,11.16,6.33,19.76
8494,2,26-30,Partner,Secretarial/Admin,Business Manager,Own Home,"<20,000, >=17,500",No,No,1996,Central,DY2 9LQ,DY2,0,69.95,0,104.96,9.99,6.47,0,100.88,0,6.99,0,2,Female,West Midlands,36.98,19.06,37.05,69.13
8495,2,36-40,Partner,Secretarial/Admin,Secretarial/Admin,Own Home,"<27,500, >=25,000",No,No,1992,Granada,BL8 2NN,BL8,0,256.95,29.49,27.99,32.96,39.97,47.96,63.94,0,0,0,2,Female,North West,69.48,25.31,35.47,137.41
8496,2,26-30,Partner,Manual Worker,Business Manager,Own Home,"<17,500, >=15,000",No,No,1998,Meridian,SO50 7JJ,SO50,0,60.47,0,99.95,0,36.93,19.98,34,13.99,0,0,2,Female,South East,32.08,17.48,34.14,60.11
8497,1,55-60,Partner,Other,Other,Own Home,"<30,000, >=27,500",No,No,1984,Meridian,M7 1QS,M7,0,121.48,0,113.44,0,18.97,103.93,258.75,0,12.94,0,2,Male,North West,46.98,65.77,82.52,199.37
8498,Zero,51-55,Partner,Professional,Retired,Own Home,"<25,000, >=22,500",No,No,1990,Central,L18 3HT,L18,39.99,44.49,0,155.44,0,0,0,0,0,0,0,2,Male,North West,47.98,0,25.91,-8
8499,Zero,26-30,Partner,Business Manager,Secretarial/Admin,Own Home,"<27,500, >=25,000",No,No,1997,Anglia,IP23 8DU,IP23,2.99,87.97,0,0,0,0,0,0,0,0,0,2,Male,East Anglia,18.19,0,0,-1.06
8500,Zero,45-50,Partner,Other,Manual Worker,Own Home,"<27,500, >=25,000",No,No,1987,Grampian,DD10 9BR,DD10,0,184.94,0,211.91,0,160.38,26.98,189.91,19.99,0,0,2,Female,Scotland,79.37,66.21,101.53,240.82
8501,Zero,31-35,Divorced/Separated,Manual Worker,Unknown,Own Home,"<10,000, >= 8,000",No,No,1996,Anglia,NR31 7BH,NR31,0,98.49,0,99.95,0,0,0,0,0,0,0,2,Female,East Anglia,39.69,0,16.66,26.01
8502,2,31-35,Partner,Professional,Business Manager,Own Home,"<30,000, >=27,500",No,No,1996,Granada,WA10 5JS,WA10,0,69.91,0,96.42,0,380.75,0,183.25,44.44,33.43,6.49,2,Female,North West,33.27,108.06,117.48,258.26
8504,1,45-50,Partner,Professional,Secretarial/Admin,Own Home,">=35,000",No,No,1984,Meridian,M14 6RS,M14,34.99,0,0,110.46,9.99,24.49,37.97,81.46,0,9.99,21.47,2,Male,North West,31.09,29.23,44.06,56.45
8505,Zero,65-70,Partner,Retired,Secretarial/Admin,Own Home,"<12,500, >=10,000",No,No,1988,TV South West,TQ14 9UZ,TQ14,0,238.44,0,93.89,0,7.99,0,9.49,0,0,0,2,Male,South West,66.47,2.91,18.56,110.1
8506,1,41-45,Partner,Secretarial/Admin,Professional,Own Home,"<30,000, >=27,500",No,No,1979,Yorkshire,S17 4AA,S17,63.97,0,0,55.48,41.94,10.47,222.79,56.45,0,16.46,0,2,Female,Unknown,32.28,51.03,64.52,123.51
8507,2,36-40,Partner,Professional,Manual Worker,Own Home,"<30,000, >=27,500",No,Yes,1994,Grampian,KW15 1SZ,KW15,34.99,0,72.97,0,9.49,16.98,0,11.49,0,0,7.49,2,Female,Scotland,23.49,5.99,6.33,15.85
8508,2,31-35,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",Yes,No,1986,Carlton,TN14 5QT,TN14,208.98,44.99,191.94,0,143.93,0,9.49,90.94,0,0,0,2,Female,South East,117.97,16.74,40.73,182.16
8509,Zero,61-65,Partner,Retired,Retired,Own Home,"<20,000, >=17,500",No,No,1960,Ulster,BT36 5ES,BT36,0,0,44.99,0,54.48,0,0,0,9.98,0,29.98,2,Female,Northern Ireland,19.89,6.66,10.74,39.22
8511,2,41-45,Partner,Unknown,Unknown,Own Home,">=35,000",No,No,1983,Central,B77 1LX,B77,19.99,0,19.99,60.48,4.99,43.41,136.88,55.45,19.97,0,114.4,1,Male,West Midlands,21.09,61.69,53.53,162.36
8512,Zero,51-55,Partner,Secretarial/Admin,Manual Worker,Own Home,"<27,500, >=25,000",No,No,1976,Meridian,CT19 4AE,CT19,0,48.46,0,76.95,15.99,34.49,0,0.53,0,0,18.98,2,Female,South East,28.28,9,21.33,17.2
8514,1,51-55,Partner,Housewife,Professional,Own Home,"<27,500, >=25,000",No,Yes,1977,Central,B63 3TJ,B63,0,89.99,0,131.44,0,31.48,15.49,15.99,0,0,0,2,Female,West Midlands,44.29,10.49,32.4,45.1
8515,Zero,71+,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1982,HTV,BA22 7NH,BA22,58.96,0,0,24.99,0,58.92,0,11.99,0,0,29.48,2,Female,South West,16.79,16.73,15.98,48.27
8516,1,45-50,Partner,Other,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1973,Granada,WA8 3HG,WA8,0,0,0,0,18.97,0,21.48,44.97,0,9.98,0,2,Female,North West,3.79,12.74,14.24,28.18
8517,1,36-40,Partner,Other,Manual Worker,Own Home,"<17,500, >=15,000",No,No,1988,Anglia,WA6 5ES,WA6,29.46,27.95,0,16.97,41.94,60.97,19.97,15.98,28.94,12.46,10.98,2,Female,North West,23.26,24.88,30.8,86.16
8519,1,45-50,Partner,Professional,Secretarial/Admin,Own Home,">=35,000",No,No,1986,Meridian,PO11 9DX,PO11,0,0,31.97,9.99,29.49,7.98,20.98,0,0,0,0,2,Male,South East,14.29,4.83,11.41,57.98
8520,Zero,55-60,Partner,Retired,Business Manager,Own Home,"<25,000, >=22,500",No,No,1970,Scottish TV,EH30 9QL,EH30,0,0,14.98,24.97,25.49,17.95,54.97,44.95,0,0,0,2,Female,Scotland,13.09,19.65,28.06,61.31
8521,Zero,26-30,Partner,Secretarial/Admin,Professional,Own Home,"<25,000, >=22,500",No,No,1996,Carlton,PR0 2HX,PR0,0,0,0,0,46.98,0,0,0,0,0,0,2,Female,North West,9.4,0,7.83,-33.52
8522,Zero,51-55,Single/Never Married,Professional,Unknown,Own Home,"<25,000, >=22,500",No,No,1984,Yorkshire,HU16 5TS,HU16,0,0,0,0,0,0,0,0,39.99,0,0,1,Female,Unknown,0,6.67,6.67,-10.84
8523,Zero,45-50,Partner,Secretarial/Admin,Secretarial/Admin,Own Home,"<27,500, >=25,000",No,No,1978,Meridian,ME13 7PU,ME13,0,34.98,0,25.99,11.98,17.96,0,65.46,0,0,0,2,Male,South East,14.59,13.9,20.23,5.45
8524,2,26-30,Partner,Housewife,Unknown,Own Home,"<25,000, >=22,500",No,No,1998,Granada,PR5 2EF,PR5,29.99,0,0,0,0,0,0,0,0,0,0,2,Female,North West,6,0,0,11.94
8525,Zero,61-65,Partner,Retired,Retired,Own Home,">=35,000",No,No,1983,Granada,CW11 1RA,CW11,9.99,244.41,152.96,143.95,86.96,181.89,38.48,37.97,45.96,28.95,3.99,2,Male,North West,127.65,56.21,89.2,222.27
8526,Zero,61-65,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1989,Yorkshire,WF6 1SY,WF6,14.99,0,48.97,0,108.94,0,0,0,0,0,117.94,1,Female,Unknown,34.58,19.66,18.16,57.59
8527,Zero,71+,Widowed,Retired,Unknown,Own Home,"< 8,000, >= 4,000",No,No,1989,Central,B91 2EX,B91,144.46,29.49,0,22.49,0,29.99,0,47.96,0,0,0,2,Female,West Midlands,39.29,12.99,16.74,87.55
8528,Zero,55-60,Partner,Professional,Housewife,Own Home,"<27,500, >=25,000",No,Yes,1978,Central,L9 7EE,L9,138.94,0,0.01,0,75.95,0,0,0,0,0,0,2,Male,North West,42.98,0,12.66,8.01
8529,Zero,65-70,Partner,Retired,Retired,Own Home,"<30,000, >=27,500",No,No,1983,Carlton,HA6 2ER,HA6,2.49,3.52,75.79,4.45,37.45,9.98,0,7.99,17.49,0,18.99,2,Male,South East,24.74,9.08,12.89,36.17
8530,Zero,45-50,Partner,Other,Professional,Own Home,"<20,000, >=17,500",No,No,1992,Granada,PR9 8QH,PR9,198.48,0,0,0,0,0,0,0,0,0,0,1,Female,North West,39.7,0,0,6.5
8531,Zero,41-45,Partner,Professional,Professional,Live in Parental Hom,">=35,000",No,No,1985,Central,B97 5LL,B97,0,45.98,0,284.37,0,38.98,0,0.02,17.98,8.49,0,1,Male,West Midlands,66.07,10.91,56.89,148.71
8532,Zero,41-45,Partner,Unknown,Unknown,Own Home,"<25,000, >=22,500",Yes,Yes,1986,Anglia,NN14 1DD,NN14,0,0,0,0,0,0,0,31.93,0,0,0,2,Male,East Midlands,0,5.32,5.32,5.23
8533,1,22-25,Partner,Business Manager,Secretarial/Admin,Own Home,"<20,000, >=17,500",No,No,1997,Meridian,L23 6TL,L23,17.99,79.47,59.98,409.71,6.99,31.96,24.49,39.96,14.98,0,0,1,Male,North West,114.83,18.57,88.02,180.45
8534,Zero,45-50,Divorced/Separated,Secretarial/Admin,Secretarial/Admin,Own Home,"<25,000, >=22,500",No,No,1995,Carlton,GU12 6AX,GU12,29.98,0,14.99,4.01,34.95,0,0,81.46,0,0,0,2,Female,South East,16.79,13.58,20.07,55.35
8536,Zero,31-35,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",No,No,1988,Central,B74 4EL,B74,34.99,0,0,101.95,0,5.99,68.45,42.48,0,0,14.49,2,Female,West Midlands,27.39,21.9,36.48,70.18
